label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,0.5404042966488691,3.008635722408952,0.190477278975211,0.0322952132974155,0.0500113705304167,0.0579597453237445,0.06429410691894619,0.0715638778502471,0.0656374164285677,0.0428307272716487,0.0679031210576398,0.00030409570112949983,0.0003131342999702002,0.0003107863462587998,0.00031722646729310036,0.00033824991320350033,0.0003689231552678005,0.0005341713027972005,0.0005995194077260992,0.0006764678815538994,0.0009249263293938,0.0009196132750602,0.0010269567954873,0.0010695568732623992,0.0008991246677384004,0.0004621227387532033,7.12020398163247e-32,0.00045910980182689923,389.76920635315446,128254.13346074312,2.303239241677275,4454.987287609585,3632298.036382368,1617.2499411881197,0.20042755110519,0.6634121676166621,0.084058201441847,366.2963309822316,-582.6742676807173,-13.061322999406357,16.589744872767003,-11.6632625075976,-11.659213298690108,-9.763776843943951,-2.1995928461471186,0.7318514279221786,2.687152158140684,-10.489538773997008,-6.580445699673133,-9.574183290510526,-1.3287100426372471,-2.098385435676713
0,0.290941684719229,2.734710756319244,0.2251955716144358,0.0314643169584617,0.0485218246998625,0.0629313373716613,0.0700031455404172,0.0754010786541636,0.0682824777119748,0.041353162965661494,0.0678366863562326,0.00033028121528990003,0.0003397929834799999,0.0003442864358234,0.0003459558411458988,0.0003471690582359001,0.0004001660403671007,0.0006150853955342005,0.0006764704398734,0.0007423967082966013,0.0009185505141363001,0.0008598154927904993,0.0009149940342233001,0.0009954889232041998,0.0009118745143238995,0.0004955594299271976,1.7086020557681384e-31,0.0004782973489845001,380.9345296819093,147105.76291018224,5.100665593627342,4084.845514396472,3662074.082634777,1433.379249990835,0.2137076637108083,0.600618538170698,0.0538556357215195,361.4873053595886,-568.2576087125086,-0.40627228500373036,16.1044617319377,-11.80598378483818,-8.720407657696606,-12.324285641059662,-1.9534133248700396,-2.142450382385884,2.6265020490217554,-9.39497237074224,-5.986002925700904,-11.84991118723982,-1.5494513007834692,-0.7871034570030648
0,1.0396905674489316,1.988635304422892,0.1353009280755733,0.0372568358503337,0.0509711664326469,0.058004057409568995,0.0667908324582797,0.0707758807088311,0.0634265024697701,0.041566802401206804,0.0704964314054432,0.00033416339657369983,0.00033497085525819974,0.0003280108187838004,0.0003321043204676001,0.00031596464872179954,0.0003231201144739994,0.0005018425894198018,0.0005232272679210996,0.0006014884663948991,0.0008265340700898995,0.0008196344026503988,0.0009204367437328012,0.0009712608164695012,0.0008672894172045004,0.0005469854439337021,4.8471404647102773e-32,0.0004294163562416995,417.2646732898796,133833.17408740323,2.317471372515579,4989.586096026193,3459122.939842478,1529.2993129154693,0.2100986939499501,0.6257736906109769,0.0808655621764347,383.2124014616072,-611.1389600208079,-19.108694650867307,15.51041476280352,-5.813808682510107,-9.980418887493563,-10.700444816716358,-1.6571346779131577,-3.011082968785351,3.088891065585725,-8.179047787428171,-8.116874848299753,-10.110846785150244,2.3678764522434426,-4.684632555537654
0,0.7569022698868526,2.0909711887226257,0.1506700240444555,0.029685841831973203,0.0469625249843856,0.0590996446749327,0.0667600974017313,0.07275348695443401,0.0670891134513743,0.04342220753592821,0.0671685558630331,0.0002844022090210999,0.00028286782901250015,0.0002848213683678,0.00030447914970850067,0.0003330341146212997,0.0003453592123950997,0.00044488469552190005,0.000516289749995201,0.0006572770746646993,0.0008877707294679994,0.0010469781144120012,0.0011354370086952004,0.001136245628201301,0.000957783504453899,0.0005067065024804002,9.015640373329555e-32,0.00045164095503160036,354.97259535223884,99542.15193010042,2.6012228911034403,4480.918881678056,3916383.009106694,1387.007904817831,0.2294477661869229,0.6589043937521056,0.05063265406348,366.3006391936834,-577.6677154916435,-7.351067481161181,18.29811211838797,-11.074416271325424,-13.267417052105277,-10.286315172292756,-2.1314890262167987,-2.447495717446326,3.1661443458633203,-10.229048411671448,-6.461071589638538,-10.193707121926758,-0.7901129882936142,-2.8529257375708945
0,1.040273401270691,1.9548191995517188,0.12178046174640711,0.0306700009364203,0.0491720478480026,0.0601466996680567,0.0677505526424059,0.0741547652650312,0.06725783028651,0.04389591852218361,0.069499812970153,0.00031629426193749985,0.00032428301887729976,0.0003214001151990997,0.0003224217339354001,0.00031707356443550026,0.00031300782001339976,0.00042102182520300027,0.00047156572618869963,0.0005418537645658014,0.0007789346708047991,0.000846850050973999,0.0009040932809459001,0.001004695347180399,0.0008785162572812998,0.00044609335105540507,4.1361248070098644e-32,0.00041159135752429944,359.77963751945293,104275.67100818903,2.1769079978561834,4916.560030397405,3840972.3668788127,1536.898510999276,0.2220275018782881,0.6566859952267904,0.0673941822233202,381.9113678511053,-610.5406215204065,-21.852020752187755,18.317332878826083,-12.871804072943418,-13.175241142627874,-8.165513782509747,-3.662318356150063,-2.548865790517234,1.9589890809006738,-11.31157389561562,-6.719165559615311,-9.07563093936438,1.8842485439212968,-2.5469624437090137
0,0.9763079842426623,2.2958879444996176,0.115070760200986,0.0346288966942366,0.0459623750321391,0.059392661980516806,0.06693764494631199,0.0722387407454937,0.0652918823721909,0.04110311180261189,0.070355872962794,0.0003239345299133,0.00031559239847260036,0.00031114204013210026,0.00030200735303419993,0.000313968982844701,0.00031891352388549975,0.0004863444312613024,0.0006037255537818011,0.0006211050991904998,0.0007129619175153014,0.0007658684976245,0.0008374536039426998,0.000908853303084399,0.0007920067262887007,0.0004762030550521032,8.493512897600193e-33,0.0004123850242988992,377.14926772150096,122261.61613996096,2.5283238855198,5004.366090490084,3716677.352045628,1389.2767325711395,0.2154651638583419,0.712960377579007,0.0513311706476023,386.6422169727803,-615.0833342546749,-17.9736972600776,13.113522314538193,-13.861863813944831,-9.045041286898858,-9.990847590080934,-2.3595289508304544,-0.9792755412216936,1.8592636994392884,-8.666297352567737,-6.259427376423707,-10.406736913802057,1.349084634641947,-3.881821020976192
0,0.9019172229950687,2.212465981114659,0.1431557454375952,0.039613346541609,0.0520757758360847,0.0589431486896833,0.0669813542870977,0.0730187026627119,0.0672329766920992,0.04176445951631111,0.0712563328431714,0.0003954688573869999,0.0003928059153189998,0.0003890282068404003,0.0003869899041340991,0.0003873742698713009,0.00038417627392810065,0.0005341915875441017,0.0005725071120698012,0.0006453617251096014,0.0007052577718383995,0.0007976451354857993,0.0009561158742633011,0.0009998716681020002,0.0009044160846028992,0.0004494404753423997,7.512404651319761e-32,0.00046169034627369966,348.92836590737494,95665.93655862992,2.6198182897894404,4833.657466411465,3663774.280063627,1560.4075142021088,0.2116813262331506,0.6732391024861408,0.0660824481544911,380.6653933433971,-607.4793433175226,-17.583434796944246,13.579195428067486,-8.303383789048613,-9.578988610842202,-8.525128598465942,-2.4846388957811048,-1.4848085981591204,1.7979024667564103,-9.267231062017409,-7.26181265001997,-9.71679705188764,1.9716283633657845,-4.681031464138233
0,0.8489935071901402,2.35795029641623,0.1653648621219143,0.0365305530606118,0.0508148661573672,0.0585047770909537,0.0670313217264047,0.07386120238377539,0.0663259213024701,0.04196837912278009,0.0709959108727101,0.0003426840153721001,0.0003447123039337996,0.0003443346110049003,0.0003765742048951002,0.0003786909700974001,0.0003815086971162996,0.0005588453777322019,0.0006038768709406006,0.0006455280825665016,0.000734213056235701,0.0008026644029253995,0.0008708273465686985,0.0009960368388870003,0.0008372702946784008,0.0003930032591424014,6.454251912763772e-32,0.00044563346460139985,374.3359269886501,129447.67627623136,2.079085276097,4862.7123211432045,3652920.446471781,1483.4017487051017,0.2205822749821527,0.7019697658317026,0.0403643681253459,382.4257314304147,-612.7063271835497,-21.042753904173964,16.08581700561869,-10.068932332407854,-7.565471889165727,-10.517975832894406,-2.051600334129116,-0.9510956162298672,1.272636448708648,-9.9106981622421,-7.901030585938471,-11.195119186539936,0.6520118277277551,-5.061571756002627
0,0.9510632926934628,2.160094875158279,0.1322126724908587,0.0338381308824242,0.0512524066835478,0.058081614902407,0.0658082134651844,0.0726381755533857,0.0664464372797977,0.04221979057952299,0.0690689048037786,0.00029161331222459994,0.0002956999600740003,0.0002964381698629002,0.0002903046657701004,0.00028480863074529985,0.0002845472357862998,0.0004903590168718018,0.0005080022427557014,0.0005466101962774,0.0008187421111583992,0.0008927757797352991,0.0009803186433726997,0.0008723399746694005,0.0008312845293737998,0.00040997257482150093,9.052841795734824e-32,0.0004058471196866,387.3885913685575,122782.83835890787,2.342051380491855,4818.233388737899,3891418.6360392934,1529.780673975399,0.2053326765080983,0.6401182725188247,0.0734034517662717,381.54841055617374,-606.3511142502006,-15.552280840791042,14.253805951194131,-8.89032389481223,-10.173474577449662,-8.562705123551304,-3.346979158891548,-2.6816714698212745,1.0954851280079203,-11.245663831186468,-7.072275259006836,-8.485175677423245,1.7812959814541756,-3.710234260102836
0,0.7597993491421682,2.2620372780247817,0.1671529097140236,0.0362986652925654,0.0475614336513614,0.0585013874261688,0.066046565515823,0.0719348549630991,0.0647675132187567,0.04228758807817801,0.0684639535706772,0.00030507062123809976,0.0003246277913772997,0.0003256504908943003,0.00032756390240449955,0.00034492634050520016,0.00034288679702950027,0.00047968451680580233,0.0005429236566197003,0.0007117088340325012,0.0007174627833935986,0.0007958342851062984,0.0009446666543848001,0.0010227810809496016,0.0008777984202599995,0.000512041358935001,1.6455555398890354e-31,0.00043513083286869994,387.3934509803682,124489.32031873954,3.250264122221183,4556.376398108511,4127372.5951199215,1408.6009727353278,0.2075410457010252,0.6334160744363385,0.0701331031352751,371.96470728154446,-588.5335366354811,-8.926177059263999,16.772940434226836,-10.911063950485287,-11.450242359467516,-9.035437279284746,-4.252744467226278,-2.6095623923060955,1.939580996974392,-10.260550182958887,-5.822563140057399,-8.53529494844662,0.580613239076182,-4.138447920218966
